Transaction_ID,Date,Department,Revenue,Expense,Profit,Budget,Transaction_Count,Avg_Transaction_Value,Channel,Currency,Accounting_Basis,Budget_Variance,Budget_Variance_Pct,Profit_Margin_Pct
TXN-00015,2025-09-03,IT,252298.86,123760.44,128538.42,119079.1,60,4204.98,Direct,INR,Accrual,4681.34,3.93,50.95
TXN-00016,2024-02-09,Legal,378729.58,273318.81,105410.77,300513.94,79,4794.05,Partner,USD,Actual,-27195.13,-9.05,27.83
TXN-00017,2024-06-24,Finance,245797.14,95226.75,150570.39,102671.64,138,1781.14,Partner,USD,Accrual,-7444.89,-7.25,61.26
TXN-00018,2024-12-04,R&D,381918.45,317055.03,64863.42,361223.61,109,3503.84,Partner,INR,Accrual,-44168.58,-12.23,16.98
TXN-00019,2026-02-03,Operations,574903.52,356752.64,218150.88,329772.04,48,11977.16,Online,USD,Actual,26980.6,8.18,37.95
TXN-00020,2025-03-27,Procurement,121297.93,218842.65,-97544.72,201046.92,44,2756.77,Online,USD,Actual,17795.73,8.85,-80.42
TXN-00021,2025-07-24,IT,245624.35,198631.46,46992.89,211940.91,113,2173.67,Enterprise,USD,Accrual,-13309.45,-6.28,19.13
TXN-00022,2026-04-13,Administration,128297.74,224976.2,-96678.46,215142.33,92,1394.54,Enterprise,INR,Actual,9833.87,4.57,-75.35
TXN-00023,2024-07-20,Procurement,220786.38,154646.57,66139.81,171426.0,71,3109.67,Partner,USD,Accrual,-16779.43,-9.79,29.96
TXN-00024,2024-10-14,Customer Support,155046.41,181778.18,-26731.77,202200.19,49,3164.21,Enterprise,INR,Actual,-20422.01,-10.1,-17.24
TXN-00025,2024-04-13,IT,399784.74,263926.07,135858.67,301060.17,136,2939.59,Partner,USD,Accrual,-37134.1,-12.33,33.98
TXN-00026,2026-09-12,Administration,359395.12,278537.43,80857.69,250514.1,40,8984.88,Enterprise,USD,Accrual,28023.33,11.19,22.5
TXN-00027,2025-08-07,Customer Support,308977.45,240711.17,68266.28,261173.66,124,2491.75,Enterprise,USD,Accrual,-20462.49,-7.83,22.09
TXN-00028,2025-03-21,Procurement,273754.09,199282.94,74471.15,214108.13,47,5824.56,Direct,INR,Actual,-14825.19,-6.92,27.2
TXN-00029,2024-04-26,Sales,428039.01,281590.24,146448.77,289618.53,126,3397.14,Partner,INR,Actual,-8028.29,-2.77,34.21
TXN-00030,2024-03-22,Logistics,124595.02,224622.1,-100027.08,229017.52,80,1557.44,Online,USD,Accrual,-4395.42,-1.92,-80.28
TXN-00031,2025-05-03,R&D,348946.46,327470.44,21476.02,307821.93,80,4361.83,Direct,USD,Actual,19648.51,6.38,6.15
TXN-00032,2024-05-30,Sales,474604.01,295084.07,179519.94,333438.45,48,9887.58,Partner,INR,Actual,-38354.38,-11.5,37.83
TXN-00033,2026-06-16,Sales,646238.97,353985.22,292253.75,405727.21,123,5253.98,Direct,INR,Accrual,-51741.99,-12.75,45.22
TXN-00034,2024-07-31,Marketing,179339.78,275736.8,-96397.02,295789.76,59,3039.66,Online,USD,Actual,-20052.96,-6.78,-53.75
TXN-00035,2025-12-03,Administration,306249.14,267640.82,38608.32,268075.13,72,4253.46,Direct,USD,Accrual,-434.31,-0.16,12.61
TXN-00036,2025-07-20,Procurement,101063.71,249646.23,-148582.52,259915.18,73,1384.43,Partner,INR,Accrual,-10268.95,-3.95,-147.02
TXN-00037,2024-01-20,Legal,122573.16,274283.41,-151710.25,307520.68,109,1124.52,Direct,INR,Actual,-33237.27,-10.81,-123.77
TXN-00038,2026-05-30,Marketing,112548.66,160223.33,-47674.67,181040.57,45,2501.08,Online,USD,Actual,-20817.24,-11.5,-42.36
TXN-00039,2024-07-29,Human Resources,334034.87,274509.63,59525.24,266799.54,119,2807.02,Partner,INR,Actual,7710.09,2.89,17.82
TXN-00040,2024-11-28,Marketing,364424.86,85453.0,278971.86,91517.54,82,4444.21,Enterprise,INR,Actual,-6064.54,-6.63,76.55
TXN-00041,2025-06-30,Marketing,336212.35,103781.04,232431.31,115368.2,100,3362.12,Partner,USD,Accrual,-11587.16,-10.04,69.13
TXN-00042,2025-12-17,R&D,455134.1,359411.69,95722.41,329536.34,124,3670.44,Partner,INR,Accrual,29875.35,9.07,21.03
TXN-00043,2024-05-22,R&D,337786.53,301504.91,36281.62,317742.59,108,3127.65,Online,INR,Actual,-16237.68,-5.11,10.74
TXN-00044,2025-06-18,Marketing,274176.92,296381.13,-22204.21,255325.57,116,2363.59,Enterprise,INR,Accrual,41055.56,16.08,-8.1
TXN-00045,2026-06-12,Logistics,395270.75,105442.07,289828.68,118079.45,64,6176.11,Online,USD,Accrual,-12637.38,-10.7,73.32
TXN-00046,2024-01-04,Sales,723951.31,341536.84,382414.47,364019.87,134,5402.62,Partner,INR,Actual,-22483.03,-6.18,52.82
TXN-00047,2025-11-07,Logistics,194174.69,266563.36,-72388.67,284136.89,78,2489.42,Online,INR,Accrual,-17573.53,-6.18,-37.28
TXN-00048,2026-04-04,Finance,188696.56,108003.32,80693.24,105425.7,88,2144.28,Partner,INR,Accrual,2577.62,2.44,42.76
TXN-00049,2026-04-11,Sales,691803.81,301658.74,390145.07,275430.96,140,4941.46,Online,INR,Accrual,26227.78,9.52,56.4
TXN-00050,2025-03-13,Sales,565615.17,403200.74,162414.43,439007.96,61,9272.38,Direct,USD,Accrual,-35807.22,-8.16,28.71
TXN-00051,2024-07-10,Administration,301838.7,129420.95,172417.75,117739.28,43,7019.5,Direct,USD,Accrual,11681.67,9.92,57.12
TXN-00052,2024-05-29,Operations,453610.25,387060.11,66550.14,351578.53,129,3516.36,Enterprise,INR,Actual,35481.58,10.09,14.67
TXN-00053,2024-10-29,IT,306286.72,276385.16,29901.56,306271.29,53,5778.99,Enterprise,USD,Accrual,-29886.13,-9.76,9.76
TXN-00054,2024-04-12,Sales,487219.4,394217.18,93002.22,389068.13,99,4921.41,Online,INR,Accrual,5149.05,1.32,19.09
TXN-00055,2026-10-30,Customer Support,349170.75,200531.83,148638.92,224427.69,135,2586.45,Enterprise,INR,Actual,-23895.86,-10.65,42.57
TXN-00056,2025-07-21,Sales,569608.96,290671.8,278937.16,285428.6,131,4348.16,Online,USD,Accrual,5243.2,1.84,48.97
TXN-00057,2025-10-16,Sales,428202.18,275641.21,152560.97,265969.12,59,7257.66,Partner,USD,Accrual,9672.09,3.64,35.63
TXN-00058,2025-11-08,Sales,563073.51,260585.17,302488.34,286609.12,89,6326.67,Direct,INR,Accrual,-26023.95,-9.08,53.72
TXN-00059,2026-09-03,Procurement,382822.5,145694.78,237127.72,140886.27,93,4116.37,Partner,INR,Accrual,4808.51,3.41,61.94
TXN-00060,2026-06-11,Operations,357256.2,337142.02,20114.18,355260.9,91,3925.89,Partner,INR,Actual,-18118.88,-5.1,5.63
TXN-00061,2026-12-29,Procurement,372078.66,210216.41,161862.25,220495.98,50,7441.57,Enterprise,USD,Accrual,-10279.57,-4.66,43.5
TXN-00062,2025-01-07,Procurement,178046.89,152017.59,26029.3,149951.64,83,2145.14,Enterprise,USD,Accrual,2065.95,1.38,14.62
TXN-00063,2025-05-31,Legal,241092.05,244785.34,-3693.29,211892.48,84,2870.14,Partner,INR,Actual,32892.86,15.52,-1.53
TXN-00064,2024-03-04,Administration,159808.2,84483.6,75324.6,75673.2,56,2853.72,Enterprise,INR,Actual,8810.4,11.64,47.13
TXN-00065,2026-08-10,Finance,176873.11,161156.94,15716.17,166276.54,135,1310.17,Direct,INR,Actual,-5119.6,-3.08,8.89
TXN-00066,2025-09-29,Legal,273605.42,284355.18,-10749.76,290821.14,88,3109.15,Enterprise,INR,Actual,-6465.96,-2.22,-3.93
TXN-00067,2024-06-04,Logistics,307184.32,217993.33,89190.99,191958.47,138,2225.97,Online,INR,Actual,26034.86,13.56,29.04
TXN-00068,2024-03-25,Human Resources,259823.57,225534.69,34288.88,196370.13,122,2129.7,Online,USD,Accrual,29164.56,14.85,13.2
TXN-00069,2026-09-30,Legal,230057.02,159681.37,70375.65,178439.54,98,2347.52,Partner,INR,Accrual,-18758.17,-10.51,30.59
TXN-00070,2026-09-17,Operations,458893.62,404274.46,54619.16,376184.93,71,6463.29,Direct,USD,Accrual,28089.53,7.47,11.9
TXN-00071,2025-05-14,Operations,492462.41,393592.04,98870.37,374274.14,103,4781.19,Online,USD,Actual,19317.9,5.16,20.08
TXN-00072,2025-12-27,R&D,335084.71,360851.2,-25766.49,382630.42,75,4467.8,Direct,INR,Actual,-21779.22,-5.69,-7.69
TXN-00073,2024-06-24,Administration,316022.4,187487.13,128535.27,202007.89,128,2468.93,Enterprise,INR,Accrual,-14520.76,-7.19,40.67
TXN-00074,2026-07-06,Procurement,127916.01,128751.21,-835.2,136159.06,79,1619.19,Online,INR,Accrual,-7407.85,-5.44,-0.65
TXN-00075,2026-05-21,Finance,265116.54,157398.32,107718.22,155214.19,79,3355.91,Online,USD,Actual,2184.13,1.41,40.63
TXN-00076,2025-10-08,Legal,322864.32,289193.06,33671.26,305691.25,64,5044.76,Partner,INR,Accrual,-16498.19,-5.4,10.43
TXN-00077,2026-12-10,Logistics,184899.61,102115.74,82783.87,92745.12,69,2679.7,Online,USD,Actual,9370.62,10.1,44.77
TXN-00078,2026-12-29,Marketing,182293.4,294344.88,-112051.48,299056.66,129,1413.13,Partner,INR,Accrual,-4711.78,-1.58,-61.47
TXN-00079,2024-07-29,Procurement,272219.27,183267.33,88951.94,179994.29,63,4320.94,Direct,USD,Accrual,3273.04,1.82,32.68
TXN-00080,2024-08-21,Legal,220212.23,96298.08,123914.15,100037.69,46,4787.22,Partner,USD,Accrual,-3739.61,-3.74,56.27
TXN-00081,2024-06-23,Administration,135535.47,248177.56,-112642.09,256093.26,119,1138.95,Partner,INR,Accrual,-7915.7,-3.09,-83.11
TXN-00082,2026-07-11,Operations,424338.28,380049.27,44289.01,371934.82,112,3788.73,Direct,INR,Actual,8114.45,2.18,10.44
TXN-00083,2025-03-01,IT,163307.56,225294.19,-61986.63,202115.28,62,2633.99,Direct,USD,Accrual,23178.91,11.47,-37.96
TXN-00084,2026-07-11,Finance,278143.36,144077.04,134066.32,132470.61,130,2139.56,Online,INR,Accrual,11606.43,8.76,48.2
TXN-00085,2024-05-25,IT,170027.14,138202.02,31825.12,150277.33,115,1478.5,Partner,INR,Actual,-12075.31,-8.04,18.72
TXN-00086,2024-11-01,R&D,456657.79,231425.57,225232.22,208231.37,79,5780.48,Online,INR,Accrual,23194.2,11.14,49.32
TXN-00087,2025-09-14,Finance,220752.56,139894.16,80858.4,141572.12,96,2299.51,Direct,INR,Accrual,-1677.96,-1.19,36.63
TXN-00088,2025-10-22,Logistics,175110.37,100091.92,75018.45,113961.99,113,1549.65,Direct,INR,Accrual,-13870.07,-12.17,42.84
TXN-00089,2024-03-23,Marketing,241150.25,223332.09,17818.16,251208.81,63,3827.78,Enterprise,INR,Accrual,-27876.72,-11.1,7.39
TXN-00090,2024-07-05,Operations,436990.26,336662.43,100327.83,353845.7,60,7283.17,Online,INR,Accrual,-17183.27,-4.86,22.96
TXN-00091,2025-08-13,IT,383558.06,258984.53,124573.53,262876.8,98,3913.86,Direct,INR,Accrual,-3892.27,-1.48,32.48
TXN-00092,2024-08-25,Customer Support,359473.18,261483.98,97989.2,222351.68,109,3297.92,Enterprise,INR,Actual,39132.3,17.6,27.26
TXN-00093,2026-11-27,Human Resources,286790.16,189668.48,97121.68,186370.58,46,6234.57,Partner,USD,Actual,3297.9,1.77,33.87
TXN-00094,2025-08-12,Operations,570211.65,362401.01,207810.64,311179.55,120,4751.76,Partner,INR,Accrual,51221.46,16.46,36.44
TXN-00095,2024-01-29,Sales,542796.74,288199.11,254597.63,317716.95,54,10051.79,Enterprise,INR,Actual,-29517.84,-9.29,46.9
TXN-00096,2026-10-17,Finance,187558.47,235190.56,-47632.09,229227.8,101,1857.01,Enterprise,USD,Actual,5962.76,2.6,-25.4
TXN-00097,2026-02-24,Administration,376560.44,191813.0,184747.44,213640.91,48,7845.01,Online,INR,Accrual,-21827.91,-10.22,49.06
TXN-00098,2025-11-27,Sales,493510.43,250436.09,243074.34,267419.49,115,4291.4,Enterprise,INR,Accrual,-16983.4,-6.35,49.25
TXN-00099,2026-09-18,Human Resources,199731.99,247831.99,-48100.0,238702.61,81,2465.83,Partner,INR,Actual,9129.38,3.82,-24.08
TXN-00100,2026-02-23,Administration,356803.89,170370.52,186433.37,161077.3,100,3568.04,Enterprise,INR,Actual,9293.22,5.77,52.25
TXN-00101,2026-10-11,Procurement,137873.88,292377.79,-154503.91,277641.48,52,2651.42,Enterprise,USD,Accrual,14736.31,5.31,-112.06
TXN-00102,2024-02-01,Finance,143246.62,271605.25,-128358.63,309898.07,49,2923.4,Enterprise,INR,Accrual,-38292.82,-12.36,-89.61
TXN-00103,2025-11-24,Logistics,307811.38,222964.06,84847.32,246493.37,126,2442.95,Enterprise,INR,Accrual,-23529.31,-9.55,27.56
TXN-00104,2024-03-14,Logistics,120526.22,218855.42,-98329.2,246492.2,69,1746.76,Direct,INR,Actual,-27636.78,-11.21,-81.58
TXN-00105,2024-07-24,Operations,391591.2,330909.23,60681.97,284146.52,81,4834.46,Direct,USD,Accrual,46762.71,16.46,15.5
TXN-00106,2026-06-01,Marketing,173259.23,170651.38,2607.85,179958.73,63,2750.15,Partner,USD,Accrual,-9307.35,-5.17,1.51
TXN-00107,2025-05-08,Operations,578207.25,304330.01,273877.24,300783.04,72,8030.66,Enterprise,USD,Actual,3546.97,1.18,47.37
TXN-00108,2026-08-10,R&D,419402.72,245276.1,174126.62,240988.41,84,4992.89,Online,INR,Accrual,4287.69,1.78,41.52
TXN-00109,2025-05-27,Operations,561325.98,313866.89,247459.09,303009.6,101,5557.68,Direct,USD,Accrual,10857.29,3.58,44.08
TXN-00110,2025-08-28,Finance,188569.23,295147.79,-106578.56,309158.14,75,2514.26,Direct,INR,Actual,-14010.35,-4.53,-56.52
TXN-00111,2026-10-14,R&D,443935.24,256818.94,187116.3,280081.49,68,6528.46,Partner,INR,Actual,-23262.55,-8.31,42.15
TXN-00112,2024-07-17,IT,293902.18,147965.23,145936.95,145338.4,114,2578.09,Online,INR,Actual,2626.83,1.81,49.65
TXN-00113,2025-08-27,Human Resources,324244.26,118640.82,205603.44,105548.56,109,2974.72,Online,INR,Accrual,13092.26,12.4,63.41
TXN-00114,2024-12-02,R&D,478512.24,371070.05,107442.19,423099.72,77,6214.44,Online,INR,Accrual,-52029.67,-12.3,22.45
TXN-00115,2024-06-03,Marketing,326245.45,129635.23,196610.22,136492.56,126,2589.25,Enterprise,INR,Accrual,-6857.33,-5.02,60.26
TXN-00116,2024-07-03,Customer Support,104175.6,198045.91,-93870.31,195359.58,126,826.79,Online,INR,Accrual,2686.33,1.38,-90.11
TXN-00117,2024-08-09,IT,170146.57,85505.42,84641.15,95361.67,111,1532.85,Online,INR,Actual,-9856.25,-10.34,49.75
TXN-00118,2024-05-09,IT,347156.61,280065.28,67091.33,263445.38,92,3773.44,Direct,USD,Actual,16619.9,6.31,19.33
TXN-00119,2025-09-15,Operations,379030.12,319916.01,59114.11,323519.54,89,4258.77,Enterprise,INR,Accrual,-3603.53,-1.11,15.6
TXN-00120,2024-11-12,Customer Support,296476.57,263412.48,33064.09,272551.75,75,3953.02,Direct,INR,Actual,-9139.27,-3.35,11.15
TXN-00121,2026-06-27,Operations,587638.79,425426.53,162212.26,374292.98,127,4627.08,Online,INR,Accrual,51133.55,13.66,27.6
TXN-00122,2024-05-04,Customer Support,182764.43,293005.51,-110241.08,332474.3,98,1864.94,Direct,INR,Actual,-39468.79,-11.87,-60.32
TXN-00123,2024-04-13,Human Resources,173070.67,107703.25,65367.42,109789.83,48,3605.64,Partner,INR,Actual,-2086.58,-1.9,37.77
TXN-00124,2025-11-03,Marketing,336593.13,211115.96,125477.17,197009.71,58,5803.33,Partner,INR,Actual,14106.25,7.16,37.28
TXN-00125,2024-08-13,IT,359934.37,108996.71,250937.66,104361.37,140,2570.96,Partner,INR,Actual,4635.34,4.44,69.72
TXN-00126,2024-12-22,R&D,263099.75,338674.89,-75575.14,341325.24,135,1948.89,Direct,INR,Accrual,-2650.35,-0.78,-28.72
TXN-00127,2026-11-17,Logistics,132716.2,190844.51,-58128.31,216346.05,45,2949.25,Online,INR,Actual,-25501.54,-11.79,-43.8
TXN-00128,2024-05-04,Operations,561824.64,352466.52,209358.12,311012.42,131,4288.74,Enterprise,USD,Actual,41454.1,13.33,37.26
TXN-00129,2025-10-21,Logistics,144500.15,107762.15,36738.0,111781.17,114,1267.55,Online,INR,Accrual,-4019.02,-3.6,25.42
TXN-00130,2026-07-18,Sales,611899.38,266860.34,345039.04,283014.42,123,4974.79,Partner,INR,Actual,-16154.08,-5.71,56.39
TXN-00131,2026-04-27,Human Resources,348225.77,167720.64,180505.13,179273.87,80,4352.82,Enterprise,INR,Accrual,-11553.23,-6.44,51.84
TXN-00132,2026-02-05,Marketing,306046.31,184338.93,121707.38,161732.97,50,6120.93,Direct,INR,Accrual,22605.96,13.98,39.77
TXN-00133,2024-09-23,Sales,420993.34,412626.19,8367.15,420261.84,125,3367.95,Direct,INR,Accrual,-7635.65,-1.82,1.99
TXN-00134,2024-04-15,R&D,400102.52,276263.39,123839.13,282721.2,67,5971.68,Partner,INR,Actual,-6457.81,-2.28,30.95
TXN-00135,2024-08-09,Human Resources,353612.03,160863.43,192748.6,173536.52,113,3129.31,Partner,INR,Actual,-12673.09,-7.3,54.51
TXN-00136,2025-07-01,Procurement,154124.82,234593.73,-80468.91,221150.43,83,1856.93,Online,USD,Actual,13443.3,6.08,-52.21
TXN-00137,2026-03-31,Legal,142562.4,219297.84,-76735.44,188420.07,135,1056.02,Partner,INR,Accrual,30877.77,16.39,-53.83
TXN-00138,2025-11-29,Marketing,211015.93,238751.11,-27735.18,258579.55,112,1884.07,Direct,INR,Actual,-19828.44,-7.67,-13.14
TXN-00139,2024-11-18,Logistics,114928.75,97947.94,16980.81,96276.35,94,1222.65,Enterprise,INR,Accrual,1671.59,1.74,14.78
TXN-00140,2025-07-13,Administration,326482.94,105039.85,221443.09,102831.29,76,4295.83,Enterprise,INR,Accrual,2208.56,2.15,67.83
TXN-00141,2024-04-03,Administration,218579.02,211851.49,6727.53,180562.32,78,2802.3,Partner,INR,Accrual,31289.17,17.33,3.08
TXN-00142,2025-08-15,Human Resources,135995.3,189424.77,-53429.47,185484.07,56,2428.49,Enterprise,INR,Actual,3940.7,2.12,-39.29
TXN-00143,2026-10-21,Sales,691673.97,387054.03,304619.94,337365.06,134,5161.75,Direct,INR,Accrual,49688.97,14.73,44.04
TXN-00144,2024-06-08,Human Resources,272727.75,206147.93,66579.82,219104.26,93,2932.56,Online,USD,Actual,-12956.33,-5.91,24.41
TXN-00145,2025-10-27,Marketing,340396.65,215987.56,124409.09,237501.6,86,3958.1,Direct,INR,Actual,-21514.04,-9.06,36.55
TXN-00146,2025-05-13,Customer Support,276661.39,195271.76,81389.63,189165.61,79,3502.04,Online,USD,Actual,6106.15,3.23,29.42
TXN-00147,2024-06-05,Sales,621628.63,340202.82,281425.81,308962.37,139,4472.15,Online,INR,Actual,31240.45,10.11,45.27
TXN-00148,2025-04-28,Legal,143933.27,123399.8,20533.47,127190.6,137,1050.61,Direct,USD,Accrual,-3790.8,-2.98,14.27
TXN-00149,2026-08-08,Logistics,327963.14,178759.16,149203.98,201505.6,112,2928.24,Online,INR,Accrual,-22746.44,-11.29,45.49
TXN-00150,2024-11-05,Operations,367071.56,355175.37,11896.19,334165.37,75,4894.29,Direct,INR,Actual,21010.0,6.29,3.24
TXN-00151,2025-09-27,Operations,462978.47,289671.31,173307.16,318496.21,49,9448.54,Direct,INR,Accrual,-28824.9,-9.05,37.43
TXN-00152,2026-08-05,Logistics,266294.91,254199.92,12094.99,284389.47,97,2745.31,Partner,INR,Accrual,-30189.55,-10.62,4.54
TXN-00153,2026-10-23,Marketing,387316.71,179115.08,208201.63,195824.73,83,4666.47,Direct,INR,Actual,-16709.65,-8.53,53.75
TXN-00154,2024-03-21,Administration,312286.51,298016.92,14269.59,300168.77,118,2646.5,Partner,INR,Accrual,-2151.85,-0.72,4.57
TXN-00155,2026-03-04,Customer Support,332339.44,229357.5,102981.94,198557.0,120,2769.5,Online,USD,Actual,30800.5,15.51,30.99
TXN-00156,2026-03-02,R&D,312998.95,356250.6,-43251.65,405884.51,117,2675.2,Partner,INR,Actual,-49633.91,-12.23,-13.82
TXN-00157,2025-12-17,R&D,491924.13,331756.79,160167.34,321003.69,116,4240.73,Direct,INR,Accrual,10753.1,3.35,32.56
TXN-00158,2025-11-03,Marketing,301034.92,262370.97,38663.95,281165.23,127,2370.35,Direct,INR,Accrual,-18794.26,-6.68,12.84
TXN-00159,2026-11-07,Human Resources,105469.16,147950.54,-42481.38,167975.76,83,1270.71,Enterprise,USD,Actual,-20025.22,-11.92,-40.28
TXN-00160,2024-11-13,Legal,188737.63,253386.44,-64648.81,253970.98,109,1731.54,Direct,INR,Actual,-584.54,-0.23,-34.25
TXN-00161,2026-02-10,Marketing,148674.16,262895.91,-114221.75,284277.06,61,2437.28,Enterprise,USD,Accrual,-21381.15,-7.52,-76.83
TXN-00162,2025-05-01,Operations,502648.86,407906.5,94742.36,442635.7,69,7284.77,Partner,INR,Accrual,-34729.2,-7.85,18.85
TXN-00163,2025-02-01,Human Resources,303492.05,205492.27,97999.78,201830.24,138,2199.22,Online,INR,Accrual,3662.03,1.81,32.29
TXN-00164,2024-11-27,Administration,340377.77,110447.68,229930.09,102164.21,122,2789.98,Enterprise,INR,Actual,8283.47,8.11,67.55
TXN-00165,2026-11-22,Legal,185518.9,247885.7,-62366.8,230989.16,105,1766.85,Partner,INR,Actual,16896.54,7.31,-33.62
TXN-00166,2025-03-30,Operations,571157.44,438180.23,132977.21,426993.08,90,6346.19,Online,USD,Actual,11187.15,2.62,23.28
TXN-00167,2026-02-06,Administration,108456.26,284781.7,-176325.44,313759.06,123,881.76,Online,INR,Actual,-28977.36,-9.24,-162.58
TXN-00168,2024-03-19,R&D,479349.04,295592.79,183756.25,324954.95,137,3498.9,Enterprise,INR,Actual,-29362.16,-9.04,38.33
TXN-00169,2024-06-11,Procurement,176777.18,263691.88,-86914.7,267552.66,133,1329.15,Enterprise,USD,Accrual,-3860.78,-1.44,-49.17
TXN-00170,2025-05-01,R&D,280462.09,258150.32,22311.77,268911.45,119,2356.82,Enterprise,USD,Accrual,-10761.13,-4.0,7.96
TXN-00171,2024-02-03,IT,254612.72,133226.39,121386.33,118980.9,94,2708.65,Direct,INR,Actual,14245.49,11.97,47.67
TXN-00172,2026-05-03,Marketing,299311.39,98835.07,200476.32,112908.82,48,6235.65,Direct,INR,Accrual,-14073.75,-12.46,66.98
TXN-00173,2024-03-30,IT,216064.4,162126.53,53937.87,174155.5,85,2541.93,Direct,INR,Actual,-12028.97,-6.91,24.96
TXN-00174,2025-11-11,Marketing,113300.71,200123.02,-86822.31,218945.12,62,1827.43,Enterprise,INR,Accrual,-18822.1,-8.6,-76.63
TXN-00175,2025-01-08,Marketing,118930.16,250761.89,-131831.73,247578.19,77,1544.55,Partner,USD,Actual,3183.7,1.29,-110.85
TXN-00176,2024-03-26,Human Resources,380011.29,193384.39,186626.9,221761.0,109,3486.34,Enterprise,USD,Actual,-28376.61,-12.8,49.11
TXN-00177,2025-08-08,Human Resources,358641.56,90516.89,268124.67,94745.79,74,4846.51,Direct,INR,Accrual,-4228.9,-4.46,74.76
TXN-00178,2026-03-30,Finance,231920.99,290425.32,-58504.33,276400.97,63,3681.29,Enterprise,INR,Accrual,14024.35,5.07,-25.23
TXN-00179,2026-11-29,R&D,450287.02,336333.01,113954.01,293846.79,117,3848.61,Partner,INR,Accrual,42486.22,14.46,25.31
TXN-00180,2024-07-29,Legal,198375.97,145040.79,53335.18,142687.46,131,1514.32,Enterprise,USD,Accrual,2353.33,1.65,26.89
TXN-00181,2025-12-20,Operations,360588.79,427906.32,-67317.53,408979.08,95,3795.67,Online,INR,Actual,18927.24,4.63,-18.67
TXN-00182,2024-06-02,IT,291253.76,159928.45,131325.31,174374.59,126,2311.54,Partner,INR,Actual,-14446.14,-8.28,45.09
TXN-00183,2026-06-16,Procurement,137869.01,131918.98,5950.03,137663.9,86,1603.13,Enterprise,INR,Actual,-5744.92,-4.17,4.32
TXN-00184,2024-11-10,IT,234976.77,161612.19,73364.58,158894.16,49,4795.44,Partner,INR,Accrual,2718.03,1.71,31.22
TXN-00185,2025-10-05,IT,183606.93,291314.41,-107707.48,249881.93,63,2914.4,Enterprise,INR,Actual,41432.48,16.58,-58.66
TXN-00186,2025-06-20,R&D,426009.45,254331.27,171678.18,262867.43,128,3328.2,Enterprise,USD,Actual,-8536.16,-3.25,40.3
TXN-00187,2024-05-31,Operations,393164.09,401272.88,-8108.79,461134.26,127,3095.78,Online,INR,Actual,-59861.38,-12.98,-2.06
TXN-00188,2025-08-17,R&D,462840.51,333889.46,128951.05,376693.2,121,3825.13,Partner,INR,Actual,-42803.74,-11.36,27.86
TXN-00189,2024-09-05,Administration,337619.7,132081.96,205537.74,131845.08,86,3925.81,Online,INR,Actual,236.88,0.18,60.88
TXN-00190,2024-06-25,Legal,192787.22,299910.91,-107123.69,319603.33,107,1801.75,Enterprise,INR,Actual,-19692.42,-6.16,-55.57
TXN-00191,2024-09-13,Human Resources,292701.58,178994.39,113707.19,188665.94,84,3484.54,Partner,INR,Actual,-9671.55,-5.13,38.85
TXN-00192,2024-09-21,Customer Support,250859.14,271006.56,-20147.42,297949.28,106,2366.6,Partner,INR,Actual,-26942.72,-9.04,-8.03
